title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
Storm Events,storm events data,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,2006
